cod_pais,pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado,region
do,República Dominicana,,11.70,,11.00,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,"Formas de energía (térmica, nuclear y eólica).","Centroamérica, México y el Caribe"
do,República Dominicana,,9.70,,5.00,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,"Cambios de estado: fusión, solidificación, condensación, licuefacción, evaporación, ebullición, sublimación, cristalización.","Centroamérica, México y el Caribe"
do,República Dominicana,,37.90,,15.00,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,"Discusión sobre el origen, composición y la evolución del nuestro Sistema Solar.","Centroamérica, México y el Caribe"
do,República Dominicana,,5.80,,14.00,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Analiza la célula y la formación de tejidos y órganos.,"Centroamérica, México y el Caribe"
do,República Dominicana,3.36,5.15,2.00,5.00,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Utilización de conectores de orden para marcar la sucesión de hechos en las oraciones de la introducción, del desarrollo y de la conclusión de la biografía","Explicación del tema seleccionado para el artículo expositivo, relacionando las ideas mediante conectores de causa consecuenci","Centroamérica, México y el Caribe"
do,República Dominicana,11.76,7.22,31.00,28.00,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Ampliación de su vocabulario por medio del diccionario y del uso de sinónimos, antónimos y familias léxicas para producir la autobiografía","Utilización de manera adecuada de los signos de puntuación (punto y aparte, punto y seguido, coma) para delimitar las oraciones y los párrafos cuando escribe los borradores","Centroamérica, México y el Caribe"
do,República Dominicana,6.72,12.37,24.00,25.00,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Narración del cuento ajustándose a la intención, los componentes y la estructura del cuento (inicio, nudo y desenlace)","Utilización de la estructura del informe de lectura (introducción, desarrollo y conclusión) (…) para producir el informe de lectura","Centroamérica, México y el Caribe"
do,República Dominicana,05.04,7.22,19.00,20.00,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Utilización de adverbios para hacer referencia al tiempo en que ocurrieron los hechos,Utilización de verbos en tiempo pasado y la primera y tercera persona gramatical en las oraciones de la anécdota que produce,"Centroamérica, México y el Caribe"
do,República Dominicana,73.11,68.04,23.00,22.00,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Revisión y corrección del borrador con ayuda de su docente y sus compañeros y compañeras,"Edición de borradores tomando en cuenta las sugerencias sus pares, las del o la docente y sus ideas propias para obtener la versión final","Centroamérica, México y el Caribe"
do,República Dominicana,32.43,32.86,23.00,25.00,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Identificación de las acciones principales que realiza la persona de la autobiografía, haciendo inferencias sencillas",Realización de las inferencias necesarias para comprender el sentido global de la carta de agradecimiento que lee,"Centroamérica, México y el Caribe"
do,República Dominicana,2.70,2.86,13.00,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",Lectura en voz alta y en silencio,"Lectura en voz alta o en silencio del texto seleccionado (cuento, fábula o leyenda) para el informe de lectura","Centroamérica, México y el Caribe"
do,República Dominicana,14.86,18.57,35.00,39.00,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Utilización de la estructura de la noticia (titular, entrada o copete, cuerpo de la noticia, foto, pie de foto) para comprender su información","Utilización de la estructura de la anécdota: inicio (presentación de la/s persona/s a quien/es le/s ha sucedido el hecho, lugar y tiempo del hecho), desarrollo (relato del hecho o hechos sucedidos), desenlace (resolución del hecho o hechos sucedidos) y evaluación (comentario acerca de lo sucedido) para comprender la anécdota leída","Centroamérica, México y el Caribe"
do,República Dominicana,47.30,44.29,24.00,26.00,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Anticipación del contenido de la autobiografía a partir del título, las imágenes y otras marcas textuales","Anticipación del contenido de la carta a partir de la silueta, de fragmentos leídos y de otras marcas textuales","Centroamérica, México y el Caribe"
do,República Dominicana,2.70,1.43,5.00,6.00,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Expresión de su opinión a favor o en contra de lo que observa en el afiche,La anécdota: función y estructura (…) y evaluación (comentario acerca de lo sucedido),"Centroamérica, México y el Caribe"
do,República Dominicana,5.10,0.00,7.00,5.00,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Construcción e interpretación de tablas de conteo utilizando informaciones sobre situaciones de su entorno o con informaciones dadas.,No hay ejemplos en el currículo de este país.,"Centroamérica, México y el Caribe"
do,República Dominicana,44.60,27.00,22.00,20.00,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.",Ubicación de su posición en el aula en relación a la posición de otros compañeros y compañeras.,"Construcción de cuadriláteros según las características dadas usando instrumentos como escuadras, reglas, transportador.","Centroamérica, México y el Caribe"
do,República Dominicana,32.30,40.00,25.00,20.00,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Realización de mediciones de longitudes o distancias que le permiten construir su sentido espacial y numérico utilizando el metro, el decímetro y el centímetro, la yarda, el pie y la pulgada.",Explicación de la importancia del uso de unidades convencionales para expresar el volumen de prismas rectos.,"Centroamérica, México y el Caribe"
do,República Dominicana,12.30,32.00,42.00,51.00,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Comprensión de las fracciones comunes propias e impropias.,"Aplicación en situaciones de la vida diaria de los conceptos de múltiplos, divisores y los criterios de divisibilidad para generar las reglas y resolver problemas.","Centroamérica, México y el Caribe"
do,República Dominicana,5.60,0.00,4.00,3.00,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.","Utilización de tarjetas con números para formar patrones numéricos como mínimo hasta 99,999.",No hay ejemplos en el currículo de este país.,"Centroamérica, México y el Caribe"
ec,Ecuador,,15.30,,16.00,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,"Indagar el aporte de la ciencia y la tecnología para el manejo de desechos, aplicar técnicas de manejo de desechos sólidos en los ecosistemas del entorno e inferir el impacto en la calidad del ambiente.",Sudamérica
ec,Ecuador,,16.90,,17.00,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Describir, con apoyo de modelos, la estructura y función de los sistemas digestivo, respiratorio, circulatorio y excretor y promover su cuidado.",Sudamérica
ec,Ecuador,,10.20,,14.00,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,"Indagar, con uso de las TIC y otros recursos, las características de los ecosistemas y sus clases, interpretar las interrelaciones de los seres vivos en los ecosistemas y clasificarlos en productores, consumidores y descomponedores.",Sudamérica
ec,Ecuador,,15.30,,12.00,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,,Sudamérica
ec,Ecuador,,6.80,,11.00,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,,Sudamérica
ec,Ecuador,,20.30,,18.00,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Analizar modelos de la estructura de la Tierra y diferenciar sus capas de acuerdo a sus componentes.,Sudamérica
ec,Ecuador,,15.30,,12.00,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,"Indagar, con uso de las TIC y otros recursos, las características de los animales invertebrados, describirlas y clasificarlos de acuerdo a sus semejanzas y diferencias.",Sudamérica
ec,Ecuador,18.18,21.05,14.00,13.00,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Redactar, en situaciones comunicativas que lo requieran, narraciones de experiencias personales, hechos cotidianos u otros sucesos o acontecimientos de interés, ordenándolos cronológicamente y enlazándolos por medio de conectores temporales y aditivos (3° grado).","Escribir instrucciones con secuencia lógica, uso de conectores temporales y de orden, y coherencia en el manejo del verbo y la persona, en situaciones comunicativas que lo requieran (6° grado).",Sudamérica
ec,Ecuador,27.27,31.58,27.00,30.00,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Aplicar progresivamente las reglas de escritura mediante la reflexión fonológica en la escritura ortográfica de fonemas que tienen dos y tres representaciones gráficas, la letra que representa los sonidos /ks/: “x”, la letra que no tiene sonido: “h” y la letra “w” que tiene escaso uso en castellano (3° grado).",Comunicar ideas con eficiencia a partir de la aplicación de las reglas de uso de las letras y de la tilde (6° grado).,Sudamérica
ec,Ecuador,09.09,10.00,18.00,22.00,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Desarrollar progresivamente autonomía y calidad en el proceso de escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos, acontecimientos de interés y descripciones de objetos, animales, lugares y personas (…) (3° grado).","Integrar relatos, descripciones, exposiciones e instrucciones en diferentes tipos de texto producidos con una intención comunicativa y en un contexto determinado (6° grado).",Sudamérica
ec,Ecuador,0.00,5.26,13.00,10.00,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",No hay ejemplos en el currículo de este país.,"Expresar sus ideas con precisión e integrar en las producciones escritas los diferentes tipos de sustantivo, pronombre, adjetivo, verbo, adverbio y sus modificadores (6° grado).",Sudamérica
ec,Ecuador,46.00,31.58,28.00,24.00,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Aplicar estrategias de pensamiento (ampliación de ideas, secuencia lógica, selección, ordenación y jerarquización de ideas, uso de organizadores gráficos, entre otras) en la escritura de relatos de experiencias personales, hechos cotidianos u otros sucesos y acontecimientos de interés, y en las descripciones de objetos, animales, lugares y personas, durante la autoevaluación de sus escritos (3° grado).","Autorregular la producción escrita mediante el uso habitual del procedimiento de planificación, redacción y revisión del texto (6° grado).",Sudamérica
ec,Ecuador,33.33,18.75,31.00,19.00,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).","Construir los significados de un texto a partir del establecimiento de relaciones de semejanza, diferencia, objeto-atributo, antecedente– consecuente, secuencia temporal, problema-solución, concepto-ejemplo (3° grado).",Inferir y sintetizar el contenido esencial de un texto al diferenciar el tema de las ideas principales (6° grado).,Sudamérica
ec,Ecuador,16.67,12.50,8.00,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.",Leer oralmente con fluidez y entonación en contextos significativos de aprendizaje (3° grado).,"Leer con fluidez y entonación en diversos contextos (familiares, escolares y sociales) y con diferentes propósitos (exponer, informar, narrar, compartir, etc.) (6° grado).",Sudamérica
ec,Ecuador,16.67,25.00,33.00,40.00,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Elegir, de una selección previa realizada por el docente, textos de la biblioteca de aula, de la escuela y de la web que satisfagan sus necesidades personales, de recreación, información y aprendizaje (3° grado).",Reconocer en un texto literario los elementos característicos que le dan sentido (6° grado).,Sudamérica
ec,Ecuador,16.67,12.50,18.00,15.00,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Desarrollar estrategias cognitivas como lectura de paratextos, establecimiento del propósito de lectura, relectura, relectura selectiva y parafraseo para autorregular la comprensión de textos (3° grado).","Autorregular la comprensión de textos mediante el uso de estrategias cognitivas de comprensión: parafrasear, releer, formular preguntas, leer selectivamente, consultar fuentes adicionales (6° grado).",Sudamérica
ec,Ecuador,16.67,31.25,11.00,22.00,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Construir criterios, opiniones y emitir juicios sobre el contenido de un texto al distinguir realidad y ficción, hechos, datos y opiniones (3° grado).","Valorar los aspectos de forma y el contenido de un texto, a partir de criterios preestablecidos (6° grado).",Sudamérica
ec,Ecuador,4.70,9.00,11.00,12.00,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Organizar y representar datos estadísticos relativos a su entorno en tablas de frecuencias en función de explicar e interpretar conclusiones y asumir compromisos.,"Analizar y representar, en tablas de frecuencias, diagramas de barra, circulares y poligonales, datos discretos recolectados en el entorno e información publicada en medios de comunicación.",Sudamérica
ec,Ecuador,17.20,15.40,20.00,25.00,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.","Reconocer y diferenciar los elementos y propiedades de cubos, pirámides de base cuadrada y prismas rectangulares en objetos del entorno y/o modelos geométricos. (3° grado)","Construir, con el uso de una regla y un compás, triángulos, paralelogramos y trapecios, fijando medidas de lados y/o ángulos. (6° grado)",Sudamérica
ec,Ecuador,26.60,16.70,19.00,16.00,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.",Realizar conversiones simples de medidas de capacidad del litro a sus submúltiplos. (3° grado),"Comparar el kilogramo, el gramo y la libra con las medidas de masa de la localidad, a partir de experiencias concretas y del uso de instrumentos de medida.",Sudamérica
ec,Ecuador,34.40,57.70,45.00,42.00,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Establecer relaciones de secuencia y de orden en un conjunto de números naturales de hasta cuatro cifras, utilizando material concreto y simbología matemática (=, <, >,). (3° grado)","Aplicar las propiedades de la multiplicación en el cálculo escrito y mental, y la resolución de ejercicios y problemas. (6° grado)",Sudamérica
ec,Ecuador,17.20,1.30,5.00,4.00,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",Describir y reproducir patrones de objetos y figuras basándose en sus atributos.,"Generar sucesiones con sumas, restas, multiplicaciones y divisiones, con números naturales, a partir de ejercicios numéricos o problemas sencillos.",Sudamérica
gt,Guatemala,,28.70,,17.00,1.00,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",,Establece la relación entre ambiente sano y salud.,"Centroamérica, México y el Caribe"
gt,Guatemala,,36.50,,29.00,1.00,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",,"Establece la relación que existe entre la glándula, la hormona que produce y el funcionamiento del organismo.","Centroamérica, México y el Caribe"
gt,Guatemala,,4.30,,10.00,1.00,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",,"Relación entre la contaminación atmosférica y el calentamiento global, el efecto invernadero y los desastres.","Centroamérica, México y el Caribe"
gt,Guatemala,,2.60,,11.00,1.00,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,,Relaciona los diferentes tipos de energía con el movimiento.,"Centroamérica, México y el Caribe"
gt,Guatemala,,0.00,,5.00,1.00,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación.Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",,No hay ejemplos en el currículo de este país.,"Centroamérica, México y el Caribe"
gt,Guatemala,,3.50,,15.00,1.00,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",,Explica el origen de la Tierra y del Universo según las distintas cosmovisiones.,"Centroamérica, México y el Caribe"
gt,Guatemala,,24.30,,14.00,1.00,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",,Explica la estructura y función celular.,"Centroamérica, México y el Caribe"
gt,Guatemala,2.33,10.94,2.00,5.00,1.00,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Selección del título apropiado al texto que será redactado,Establecimiento de coherencia en la producción de textos orales y escritos,"Centroamérica, México y el Caribe"
gt,Guatemala,34.88,29.69,31.00,28.00,1.00,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Utilización de los elementos convencionales para escribir: lugar de las letras y palabras sobre el renglón, uso de márgenes, espacios entre letras dentro de la palabra, espacios entre las palabras en un párrafo, etc.",Utilización de las palabras como connotativas (señalan objetos indicando sus particularidades) y no connotativas (nombran sin caracterizar a los objetos),"Centroamérica, México y el Caribe"
gt,Guatemala,33.72,17.19,24.00,25.00,1.00,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.)","Reconocimiento de que un texto narrativo cuenta una historia formada por elementos como: orden climático, reorganización de detalles, relación causa y efecto",Ordenamiento reflexivo de la estructura interna y externa de los diferentes tipos de texto que produce,"Centroamérica, México y el Caribe"
gt,Guatemala,12.79,17.19,19.00,20.00,1.00,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática. Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Formulación de oraciones en las que se repite el orden lógico (sustantivo + adjetivo +verbo en idioma Español; verbo + adjetivo + sustantivo en idiomas Mayas),"Aplicación de la función del nombre o sustantivo, y de sus modificadores (adjetivo - clase, del predicativo - grado de significación y artículo) en los textos que produce","Centroamérica, México y el Caribe"
gt,Guatemala,16.28,25.00,23.00,22.00,1.00,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Procedimiento a seguir en la presentación del texto: elaboración del borrador para hacerle las correcciones necesarias y presentación de la versión final,"Presentación de informes escritos: toma de notas, primer borrador, composición, revisión, corrección, edición, redacción final","Centroamérica, México y el Caribe"
gt,Guatemala,24.39,16.28,23.00,25.00,1.00,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Inferencia de cómo los personajes de una historia resuelven el problema en el que se ven involucrados (3° grado).,"Análisis de la progresión de ideas en textos diversos: causa y efecto, secuencia temporal y espacial entre otras (6° grado).","Centroamérica, México y el Caribe"
gt,Guatemala,24.39,18.60,13.00,4.00,1.00,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras. Abarca conciencia fonológica, precisión, fluidez y prosodia.","Utilización de estrategias de lectura oral, pausas, entonación, etc. (3° grado).",Incremento de la velocidad en la comprensión de lectura silenciosa,"Centroamérica, México y el Caribe"
gt,Guatemala,4.88,6.98,35.00,39.00,1.00,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales. Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Recreación mediante la lectura de textos literarios: rimas, retahílas, poemas y cuentos (3° grado).",Selección de la producción cultural de los distintos Pueblos y naciones sin prejuicios ni discriminación,"Centroamérica, México y el Caribe"
gt,Guatemala,39.02,51.16,24.00,26.00,1.00,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).",Predicción sobre el tema de la lectura a partir del título y las ilustraciones,Predicciones sobre los posibles resultados del evento bajo análisis,"Centroamérica, México y el Caribe"
gt,Guatemala,7.32,6.98,5.00,6.00,1.00,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Análisis del material de lectura para determinar si contiene información que refleja hechos u opiniones,Emisión de juicios con respecto a la relevancia y utilidad de la tarea con base en el propósito del trabajo a realizar,"Centroamérica, México y el Caribe"
gt,Guatemala,9.00,3.00,7.00,5.00,1.00,A,Matemática,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Presentación e interpretación de información en gráficas de barras o pictogramas.,Cálculo de la moda y el promedio aritmético de datos no agrupados (2 datos como máximo).,"Centroamérica, México y el Caribe"
gt,Guatemala,18.00,24.00,22.00,20.00,1.00,B,Matemática,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. Capacidad de establecer relaciones entre ellos y el entorno.",Identificación de las características de sólidos geométricos (figuras tridimensionales): cubo y prismas rectangulares.,"Clasificación y trazo de paralelogramos (rectángulos, cuadrados, romboides, rombos).","Centroamérica, México y el Caribe"
gt,Guatemala,24.00,17.00,25.00,20.00,1.00,C,Matemática,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas. Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto.Conocimiento y uso adecuado de distintos instrumentos de medición.","Estimación de longitud estableciendo relación entre unidades no estándar y el metro, centímetro.","Estimación y medición de longitud, peso y capacidad utilizando diferentes unidades (del sistema métrico y del sistema inglés antiguo).","Centroamérica, México y el Caribe"
gt,Guatemala,34.00,48.00,42.00,51.00,1.00,D,Matemática,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Identificación de la cantidad de unidades, decenas, centenas, unidades y decenas de millar en números naturales menores que 1,.",Números positivos y negativos: asociación a puntos de la recta numérica.,"Centroamérica, México y el Caribe"
gt,Guatemala,14.90,7.00,4.00,3.00,1.00,E,Matemática,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. Conocimiento para plantear y resolver ecuaciones simples de una variable.",Descripción de la secuencia numérica que hay en patrones existentes en la naturaleza o en su entorno cultural.,Identificación de todos los subconjuntos de un conjunto que tenga 3 a 5 elementos.,"Centroamérica, México y el Caribe"
