cod_pais,dato_pais_grado_3,dato_pais_grado_6,dato_region_grado_3,dato_region_grado_6,letra_magn,letra_ord,materia,nombre_categoria,descripcion_categoria,ej_3grado,ej_6grado
cl,36,27,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).",Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo y desarrollar su imaginación; por ejemplo: <br> › poemas <br> › cuentos folclóricos y de autor <br> › fábulas <br> › leyendas <br> › mitos <br> › novelas <br> › historietas <br> › otros (3° grado).,"Leer y familiarizarse con un amplio repertorio de literatura para aumentar su conocimiento del mundo, desarrollar su imaginación y reconocer su valor social y cultural; por ejemplo: <br> › poemas <br> › cuentos folclóricos y de autor <br> › fábulas <br> › leyendas <br> › mitos <br> › novelas <br> › historietas <br> › otros (6° grado)."
cl,9,9,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Profundizar su comprensión de las narraciones leídas: <br> › extrayendo información explícita e implícita <br> › reconstruyendo la secuencia de las acciones en la historia <br> › describiendo a los personajes <br> › describiendo el ambiente en que ocurre la acción (…) (3° grado).,"Analizar aspectos relevantes de las narraciones leídas para profundizar su comprensión: <br> › identificando las acciones principales del relato y explicando cómo influyen en el desarrollo de la historia <br> › explicando las actitudes y reacciones de los personajes de acuerdo con sus motivaciones y las situaciones que viven <br> › describiendo el ambiente y las costumbres representadas en el texto y explicando su influencia en las acciones del relato <br> › relacionando el relato, si es pertinente, con la época y el lugar en que se ambienta <br> › interpretando el lenguaje figurado presente en el texto (…) (6° grado)."
cl,18,27,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…) <br> › releer lo que no fue comprendido <br> › visualizar lo que describe el texto <br> › recapitular <br> › formular preguntas sobre lo leído y responderlas <br> › subrayar información relevante en un texto (3° grado).","Comprender textos, aplicando estrategias de comprensión lectora; por ejemplo: (…) <br> › releer lo que no fue comprendido <br> › formular preguntas sobre lo leído y responderlas <br> › organizar la información en esquemas o mapas conceptuales <br> › resumir (6° grado)."
cl,18,9,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.","Leer en voz alta de manera fluida variados textos apropiados a su edad: <br> › pronunciando cada palabra con precisión <br> › respetando la coma, el punto y los signos de exclamación e interrogación <br> › leyendo con velocidad adecuada para el nivel (3° grado).",Leer de manera fluida textos variados apropiados a su edad: <br> › pronunciando las palabras con precisión <br> › respetando la prosodia indicada por todos los signos de puntuación <br> › decodificando de manera automática la mayoría de las palabras del texto (6° grado
cl,18,27,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.","Leer independientemente y comprender textos no literarios (cartas, biografías, relatos históricos, instrucciones, libros y artículos informativos, noticias, etc.) para ampliar su conocimiento del mundo y formarse una opinión: <br> (…) <br> › formulando una opinión sobre algún aspecto de la lectura <br> › fundamentando su opinión con información del texto o sus conocimientos previos (3° grado).","Evaluar críticamente la información presente en textos de diversa procedencia: <br> › determinando quién es el emisor, cuál es su propósito y a quién dirige el mensaje <br> › evaluando si un texto entrega suficiente información para responder una determinada pregunta o cumplir un propósito <br> › comparando la información que se entrega sobre una misma noticia en distintas fuentes (6° grado)."
cl,,0,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
cl,,22,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Investigar y comunicar los efectos nocivos de algunas drogas para la salud, proponiendo conductas de protección."
cl,,17,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Analizar los efectos de la actividad humana sobre las redes alimentarias.
cl,,28,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,
cl,,17,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,
cl,,0,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
cl,,17,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Describir las características de las capas de la Tierra (atmósfera, litósfera e hidrósfera) que posibilitan el desarrollo de la vida y proveen recursos para el ser humano, y proponer medidas de protección de dichas capas."
co,22,36,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Características de la población y hallazgo de su tamaño a partir de diferentes representaciones estadísticas. <br> (3° grado),Lee y extrae la información estadística publicada en diversas fuentes.  <br> (6° grado)
co,17,26,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Relaciona objetos de su entorno con formas bidimensionales y tridimensionales, nombra y describe sus elementos. <br> (3° grado)",Calcular ángulos en rectas paralelas cortadas por una transversal y en triángulos. <br> (6° grado)
co,24,12,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.",Realiza mediciones de un mismo objeto con otros de diferente tamaño y establece equivalencias entre ellas. <br> (3° grado),"Estima el resultado de una medición sin realizarla, de acuerdo con un referente previo y aplica el proceso de estimación elegido y valora el resultado de acuerdo con los datos y contexto de un problema. <br> (6° grado)"
co,22,24,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.","Propiedades de las operaciones y del Sistema de Numeración Decimal para justificar acciones como: descomposición de números, completar hasta la decena más cercana, duplicar, cambiar la posición, multiplicar abreviadamente por múltiplos de 1, entre otros. <br> (3° grado)","Resuelve problemas en los que intervienen cantidades positivas y negativas en procesos de comparación, transformación y representación. <br> (6° grado)"
co,15,2,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Propuesta de soluciones con base en los datos a pesar de no conocer el número. <br> (3° grado),Describe procedimientos para resolver ecuaciones lineales. <br> (6° grado)
co,10,33,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos (…) ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana (3° grado).","Identifico en situaciones comunicativas auténticas algunas variantes lingüísticas de mi entorno, generadas por ubicación geográfica, diferencia social o generacional, profesión, oficio, entre otras (6° grado)."
co,50,33,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Elaboro un plan para organizar mis ideas (3° grado).,"Produzco una primera versión del texto narrativo teniendo en cuenta personajes, espacio, tiempos y vínculos con otros textos y con mi entorno (6° grado)."
co,20,20,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).",Elijo el tipo de texto que requiere mi propósito comunicativo (3° grado).,"Produzco una primera versión del texto narrativo teniendo en cuenta personajes, espacio, tiempos y vínculos con otros textos y con mi entorno (6° grado)."
co,10,7,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) (…) de la lengua castellana (3° grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad temática, relaciones lógicas, consecutividad temporal...) y cohesión (conectores, pronombres, manejo de modos verbales, puntuación...) (6° grado)."
co,10,7,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).","Reviso, socializo y corrijo mis escritos, teniendo en cuenta las propuestas de mis compañeros y profesor, y atendiendo algunos aspectos gramaticales (concordancia, tiempos verbales, pronombres) y ortográficos (acentuación, mayúsculas, signos de puntuación) de la lengua castellana (3° grado).","Reescribo un texto, teniendo en cuenta aspectos de coherencia (unidad temática, relaciones lógicas, consecutividad temporal...) y cohesión (conectores, pronombres, manejo de modos verbales, puntuación...) (6° grado)."
co,37,41,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","Leo diferentes clases de textos: manuales, tarjetas, afiches, cartas, periódicos, etc. (3° grado).",Reconozco las características de los diversos tipos de texto que leo (6° grado).
co,9,0,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Identifico (…) la idea global de un texto (3° grado).,No hay ejemplos en el currículo de este país.
co,29,22,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Elaboro hipótesis acerca del sentido global de los textos, antes y durante el proceso de lectura; para el efecto, me apoyo en mis conocimientos previos, las imágenes y los títulos (3° grado).","Formulo hipótesis de comprensión acerca de las obras literarias que leo teniendo en cuenta género, temática, época y región (6° grado)."
co,14,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",Entiendo el lenguaje empleado en historietas y otros tipos de textos con imágenes fijas (3° grado).,No hay ejemplos en el currículo de este país.
co,11,37,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",Reconozco la función social de los diversos tipos de textos que leo (3° grado).,Relaciono la forma y el contenido de los textos que leo y muestro cómo se influyen mutuamente (6° grado).
co,,16,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,Indago sobre un avance tecnológico en medicina y explico el uso de las ciencias naturales en su desarrollo.
co,,11,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Reconozco los efectos nocivos del exceso en el consumo de cafeína, tabaco, drogas y licores."
co,,13,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,Caracterizo ecosistemas y analizo el equilibrio dinámico entre sus poblaciones.
co,,13,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,
co,,18,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,
co,,20,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,Explico la estructura de la célula y las funciones básicas de sus componentes.
co,,9,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,Explico las consecuencias del movimiento de las placas tectónicas sobre la corteza de la Tierra.
cr,18,10,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",Resumir los datos por medio de cuadros que incluyan frecuencias absolutas o gráficos de barras. <br> (3° grado),La probabilidad de cualquier evento es un valor numérico entre y 1 inclusive  <br> (6° grado)
cr,24,30,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.","Clasificar polígonos según el número de sus lados (triángulo, cuadrilátero, pentágono, hexágono). <br> (3° grado)","Identificar elementos de una circunferencia (diámetro, radio, centro, cuerda, ángulo central, cuadrante). <br> (6° grado)"
cr,36,18,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Realizar conversiones de medida entre el metro, sus múltiplos y submúltiplos. <br> (3° grado)","Establecer relaciones entre el decímetro cúbico y el litro, así como múltiplos y submúltiplos de ellos."
cr,17,38,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Representar sumas y restas en la recta numérica. <br> (3° grado),"Aplicar los conceptos de divisibilidad, divisor, factor y múltiplo de un número natural en la resolución de problemas. <br> (6° grado)"
cr,5,4,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Plantear y resolver problemas que involucran valores faltantes en una tabla o expresión matemática. <br> (3° grado),Plantear y resolver problemas aplicando ecuaciones de primer grado.} <br> (6° grado)
cr,37,27,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).",Vocabulario básico ortográfico. <br> Como:  <br> Familias de palabras: prefijos y sufijos (3° grado).,"Relación de los cambios semánticos a partir de la ubicación de la sílaba tónica dentro de las palabras (en palabras agudas, graves, esdrújulas, sobreesdrújulas) (6° grado)."
cr,17,5,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.",Revisión textual (…). Ejecución de técnicas de revisión de textos (3° grado).,"Diferentes tipos de diccionarios (…). Utilización de soportes <br> escritos (biblioteca, internet, guía <br> telefónica) como ayuda durante <br> el proceso de planificación de la <br> producción textual escrita para <br> generar ideas, compartir con <br> otras personas la generación de <br> conocimientos, aprovechar los <br> aportes de los demás, entre otras (6° grado)."
cr,11,35,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).","Producción textual (…).Elaboración (por sí mismo) de pequeños textos <br> informativos, narrativos, descriptivos y expositivos en los cuales se visualice claramente la estructura del tipo de texto estudiado (3° grado).","Tipología textual (…).Utilización de diferentes tipos de textos (expositivos, narrativos y descriptivos), que sirvan como modelo para diversos propósitos en <br> la producción textual oral y <br> escrita (noticias, el periódico, <br> recados, instrucciones, cuentos, <br> adivinanzas, trabalenguas, chistes, refranes, frases célebres, dichos populares, leyendas, entre otros) (6° grado)."
cr,30,31,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).","Elementos gramaticales. <br> Como: <br> - Artículos definidos e indefinidos. <br> - Sustantivos. <br> - Adjetivos calificativos. <br> - Pronombre personal y determinativo. <br> - Concordancias entre el artículo, sustantivo y adjetivo (3° grado).",Relación entre las partes de la oración y la función que cumplen estos elementos dentro del texto: <br> - Sustantivos comunes y propios. <br> - Adjetivos calificativos y <br> determinantes. <br> - Artículos definidos e indefinidos. <br> - Verbo. <br> - Conjunción. <br> - Adverbio. <br> - Preposición (6° grado).
cr,6,1,9,9,1,A,Escritura,Coherencia y cohesión,"Características que permiten construir el sentido global del texto, tales como la presencia de una idea central sin ideas inconexas (coherencia) y uso de recursos lingüísticos para mantener las oraciones unidas (cohesión).",Producción textual: <br> •Relación del tema con el contenido (coherencia). <br> •Relación lógica de los enunciados (cohesión) (…) (3° grado).,(…) Coherencia entre las ideas (…) (6° grado).
cr,27,17,34,39,1,C,Lectura,Lectura Diversidad Textual,"Lectura de diversos tipos y géneros textuales.  Estos tipos textuales y géneros tienen diferentes propósitos comunicativos y formas de organizar la información (cuento, anécdota, comic, artículo, opinión, etc.).","4. Tipología textual. <br> Como: <br> •Estructura (introducción, <br> desarrollo y conclusión). <br> •Características del texto en <br> estudio. <br> •Elementos del texto: <br> v Personajes. <br> v Lugares. <br> v Sucesos. <br> v Moralejas (3° grado).",9. Diferencias y semejanzas <br> entre los diversos géneros <br> literarios: <br> •Estructura y contenido <br> del tipo de texto literario. <br> •Características de los <br> géneros literarios (…) (6° grado).
cr,41,37,27,23,1,A,Lectura,Comprensión lectora literal e inferencial,"Identificación de  información explícita en el texto (comprensión literal) e inferencias realizadas para identificar información sugerida, no explícita, en el texto (comprensión inferencial).",Ideas principales e ideas <br> complementarias del texto. <br> Como: (…) <br> •Relación de conocimientos <br> previos con los conocimientos <br> del contenido textual (…)(3° grado).,Reconstrucciones del <br> sentido textual <br> Como: (…) <br> •Relación de analogías <br> o/y contrastes con las <br> experiencias previas. <br> •Relación entre las ideas <br> principales y otros elementos <br> que conforman el texto (…)(6° grado).
cr,20,46,20,19,1,D,Lectura,Estrategias de lectura,"Estrategias que usa el lector para comprender un texto (de relectura, de monitoreo de la comprensión, de anticipación, o hipótesis acerca del contenido de un texto, etc.).","Predictores de lectura. <br> Como: <br> •Relación de los predictores <br> de lectura (título, subtítulos <br> portada, prólogo, índice, <br> cuerpo del libro, nombre <br> del autor, encabezado, <br> dedicatoria, epígrafe) con el <br> contenido textual (3° grado).",Reconstrucciones del <br> sentido textual <br> Como: <br> •Relación entre los <br> predictores textuales y las <br> hipótesis textuales (…) (6° grado).
cr,11,0,11,4,1,B,Lectura,Decodificación,"Proceso de asociación entre fonemas (sonidos) y grafemas (letras) que permite la lectura de palabras.  Abarca conciencia fonológica, precisión, fluidez y prosodia.",Producción textual. <br> Como: <br> - Pronunciación. <br> - Pausas. <br> - Entonación. <br> - Ritmo. <br> - Articulación. <br> - Proyección de la voz (3° grado).,No hay ejemplos en el currículo de este país.
cr,2,0,8,14,1,E,Lectura,Reflexión y evaluación,"Reflexión, valoración y crítica del texto por parte del lector. Esto permite identificar el propósito comunicativo y puntos de vista del texto, evaluar la funcionalidad de sus elementos formular juicios sobre él a nivel de contenido y forma.",(…) Propósito comunicativo (3° grado).,No hay ejemplos en el currículo de este país.
cr,,20,,17,1,A,Ciencias,"Ciencia, tecnología y sociedad","Refiere a la ciencia y la tecnología como construcciones humanas influenciadas por el contexto sociocultural, político y económico. Incluye temas relativos al impacto de la ciencia y la tecnología en la salud y en el medio ambiente.",No hay ejemplos en el currículo de este país.,"Algunas implicaciones, positivas y negativas, de los avances científicos y tecnológicos en la salud, el bienestar humano y el ambiente en general: Modificaciones en el material genético de plantas, animales y otros seres vivos, Producción de materiales."
cr,,26,,23,1,B,Ciencias,Cuerpo humano y salud,"Conocimiento parcial del cuerpo humano, y comprensión de aspectos vinculados a su desarrollo, crecimiento y equilibrio; estructuras y funciones de los sistemas de órganos; conocimiento sobre la importancia de la salud para el bienestar general.",No hay ejemplos en el currículo de este país.,"Componentes del sistema nervioso: Células nerviosas (neuronas); Órganos del sistema nervioso central (encéfalo: cerebro, cerebelo y el bulbo raquídeo); Médula espinal; Órganos del sistema nervioso periférico (nervios)."
cr,,16,,12,1,C,Ciencias,Ecología y medioambiente,"Nociones y conceptos relativos a la biodiversidad, ecosistema y equilibrio ecológico en relación con los recursos naturales y su importancia para la vida en el planeta, además de la noción de cadena trófica, su dinámica general y relevancia.",No hay ejemplos en el currículo de este país.,"Representación, por medio de diferentes formas artísticas, de sus ideas iniciales de individuo, población, comunidad, ecosistema, biosfera."
cr,,15,,11,1,D,Ciencias,La energía y sus manifestaciones,Conocimientos de la noción de energía. Incluye el calor como una transferencia de energía; manifestaciones de energía en el planeta; y la noción de fuerza.,No hay ejemplos en el currículo de este país.,
cr,,9,,7,1,E,Ciencias,La materia y sus transformaciones,"Conocimientos de la estructura atómica y molecular y algunos estados de agregación. <br>Clasificación de los materiales en sustancias puras o mezclas, y descripción de algunos métodos de separación.",No hay ejemplos en el currículo de este país.,
cr,,0,,13,1,G,Ciencias,Seres vivos,"Conocimiento sobre el ciclo de vida en los seres vivos, así como la noción de célula, particularmente, de su estructura y función en los seres vivos.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
cr,,14,,17,1,F,Ciencias,La tierra y el universo,"Conocimiento de las capas de la Tierra, su composición y dinámica; movimientos “externos” del planeta; fenómenos naturales Incluye la noción de Sistema Solar; el conocimiento de los planetas y de la Luna.",No hay ejemplos en el currículo de este país.,"Características de algunos cuerpos del Sistema Solar: Forma, tamaño, posición y movimientos."
cu,0,0,9,9,1,A,Matemáticas,Estadística y probabilidad,"Lectura e interpretación de datos estadísticos a partir de su representación en tablas, gráficos, pictogramas y diagramas. <br>Habilidad de organizar datos recolectados en tablas, gráficos, pictogramas y diagramas.",No hay ejemplos en el currículo de este país.,No hay ejemplos en el currículo de este país.
cu,21,19,21,23,1,B,Matemáticas,Geometría,"Conocimiento de las figuras y cuerpos geométricos, su caracterización, clasificación y construcción. <br>Capacidad de establecer relaciones entre ellos y el entorno.",Reconocimiento de prismas en objetos del medio circundante y en modelos. <br> (3° grado),Triángulo: clasificación según sus lados y ángulos. <br> (6° grado)
cu,10,9,22,18,1,C,Matemáticas,Magnitudes y medidas,"Conocimiento de distintas magnitudes, y de sus distintas unidades de medidas.  <br>Capacidad de realizar conversiones y de utilizarlas de acuerdo al contexto. <br>Conocimiento y uso adecuado de distintos instrumentos de medición.","Introducción del kilómetro y de las relaciones kilómetro-metro, metro-milímetro; ejercicios de conversión. <br> (3° grado)",Unidades de volumen. El decímetro cúbico y su relación con el centímetro cúbico. El metro cúbico y su relación con el decímetro cúbico y el centímetro cúbico. El milímetro cúbico. <br> (6° grado)
cu,61,67,43,47,1,D,Matemáticas,Número y operaciones,"Conocimiento de los conjuntos de los números naturales y de los números racionales positivos. <br>Cálculo de las operaciones de adición, sustracción, multiplicación y división en esos conjuntos; aplicación de sus propiedades y relaciones.",Determinación del antecesor y sucesor. <br> (3° grado),"Cálculo de sumas, diferencias, multiplicación, división y potenciación. <br> (6° grado)"
cu,8,5,5,4,1,E,Matemáticas,Patrones y álgebra,"Capacidad de identificar, completar y construir regularidades numéricas y gráficas a partir de objetos del entorno, figuras geométricas y secuencias numéricas. <br>Conocimiento para plantear y resolver ecuaciones simples de una variable.",Introducción y solución de ecuaciones del tipo 67 – x = 25.,Sustitución de valores de la variable en una ecuación. Concepto de valores que satisfacen una ecuación. Soluciones. Conjunto solución.
cu,61,46,29,29,1,B,Escritura,Conocimiento sobre el código,"Conocimiento del sistema alfabético, de grafemas (letras) y fonemas (sonidos). También considera aspectos caligráficos y ortográficos, y relaciones de significado, (sinónimos y antónimos).",Ortografía de palabras de uso frecuente y no sujetas a reglas (3° grado).,"Otros usos de mayúscula en siglas, algunas abreviaturas, nombres de instituciones y organizaciones. La tilde en las mayúsculas (6° grado)."
cu,10,14,26,23,1,E,Escritura,Procesos involucrados en la escritura,"Procesos cognitivos involucrados en la producción escrita, como la planificación, textualización, revisión y reescritura de un texto, memoria de trabajo. Estos procesos suelen ser recursivos.","Redactar párrafos en forma colectiva, partiendo de ilustraciones (3° grado).",Redactar párrafos en los que se desarrollen ideas esenciales previamente dadas (6° grado).
cu,10,15,21,23,1,C,Escritura,Escritura Diversidad Textual,"Escritura de diversos tipos textuales, los que tienen diferentes propósitos comunicativos y formas de organizar la información según género (cuento, anécdota, comic, artículo, etc.).",Carta y sus partes (3° grado).,"Redactar composiciones narrativas, cartas y telegramas (6° grado)."
cu,18,24,15,15,1,D,Escritura,Morfosintaxis,"Es lo que se entiende por gramática.  Comprende la morfología, el estudio de clases de palabras (sustantivo, verbo, etc.) y su flexión. También considera la sintaxis: funciones que adquieren las palabras en una oración (sujeto, verbo, complementos).",Ejercitar la distinción de sustantivos propios (3° grado).,Distinguir el antepresente y el antepretérito del modo indicativo y conjugar verbos en esos tiempos (6° grado).
